Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition
diet log book journal,9831,0.0,0.00,Low
batman comics books,9794,0.0,0.00,Low
shapes toddlers 1-3,9749,0.0,0.00,Low
croquis sketch book,9745,50.0,0.16,High
visitor guest books,9742,0.0,0.00,Low
free comic book day,9740,18100.0,1.33,High
lent prayer journal,9724,0.0,0.00,Low
activity books kids,9723,0.0,0.00,Low
hardback sketch book,9723,0.0,0.00,Low
nanogram puzzle book,9723,0.0,0.00,Low
cryptograms puzzles,9723,0.0,0,Low
maze and puzzle book,9722,0.0,0.00,Low
acrostic puzzle book,9722,0.0,0.00,Low
abc writing practice,9721,3600.0,0,High
back-to-school stuff,9720,0.0,0.00,Low
dot art activity kit,9719,170.0,0.44,High
gas mileage log book,9714,20.0,1.21,High
diet journal for men,9712,0.0,0.00,Low
back to school stuff,9710,0.0,0.00,Low
astrology calendar,9613,0.0,0.00,Low
ffirmation journal,9611,0.0,0.00,Low
suduku puzzle book,9599,0.0,0.00,Low
busy kids activity,9598,0.0,0.00,Low
classroom calendar,9595,2900.0,1.15,High
prewriting tracing,9593,0.0,0.00,Low
fiorentina journal,9589,110.0,2.09,High
dot activity sheets,9586,320.0,0.22,High
aka prayer journal,9585,0.0,0.00,Low
activity book kids,9585,0.0,0.00,Low
cute notebooks for,9584,0.0,0.00,Low
astrology log book,9583,0.0,0.00,Low
back-to-school card,9580,0.0,0.00,Low
story book for kids,9580,0.0,0.00,Low
morbius comic books,9576,880.0,0.23,High
gas mileage log boo,9574,0.0,0.00,Low
acts prayer journal,9572,50.0,1.21,High
visitors guest book,9572,0.0,0.00,Low
a gratitude journal,9563,90.0,1.81,High
suduku puzzle books,9561,0.0,0.00,Low
archie comics books,9558,0.0,0.00,Low
kendoku puzzle book,9557,0.0,0.00,Low
activity book for kids 9-12,9519,0.0,0.00,Low
notebook paper,9500,1.7,"10,000.00",
visitor guest book,9449,0.0,0.00,Low
task journal daily,9448,0.0,0.00,Low
archie comic books,9447,9900.0,0.38,High
log books for work,9446,0.0,0.00,Low
comic book sleeves,9443,0.0,0.00,Low
caseworker planner,9435,0.0,0.00,Low
sudocu puzzle book,9431,0.0,0.00,Low
fundations journal,9427,70.0,0.41,High
caregiver log book,9427,0.0,0.00,Low
abc letter tracing,9426,0.0,0.00,Low
kdp prayer journal,9418,0.0,0.00,Low
a readers journal,9405,0.0,0.00,Low
my daily journals,9403,0.0,0.00,Low
cute notebook for,9401,0.0,0.00,Low
harp music sheets,9399,1600.0,1.03,High
catitude calendar,9398,0.0,0.00,Low
my prayer journal,9392,260.0,0.88,High
pre diabetes book,9388,50.0,0.63,High
diet journal 2022,9379,0.0,0.00,Low
activity for kids,9379,0.0,0.00,Low
log on to it book,9378,10.0,0.00,High
maze puzzle books,9378,0.0,0.00,Low
dateless calendar,9247,70.0,1.23,High
blogging log book,9239,0.0,0.00,Low
cockapoo calendar,9237,170.0,0.44,High
maze puzzles book,9237,0.0,0.00,Low
hashi puzzle book,9234,20.0,0.20,High
cardology planner,9233,0.0,0.00,Low
dot activity book,9226,0.0,0.00,Low
trap spelling bee,9225,880.0,0,High
nerdcore calendar,9218,50.0,0.00,High
milelage log book,9215,0.0,0.00,Low
notebook computer,9200,1.4,"14,000.00",
it coloring book,9143,50.0,0.35,High
back to school n,9142,0.0,0.00,Low
breakups journal,9141,0.0,0.00,Low
book keeping log,9141,0.0,0.00,Low
opm music sheets,9140,50.0,1.14,High
mix puzzle books,9140,0.0,0.00,Low
for toddlers 1-3,9139,0.0,0.00,Low
comic book frame,9139,0.0,0.00,Low
cat sketch books,9138,0.0,0.00,Low
old music sheets,9125,1900.0,0.28,High
activity tracker,9121,18100.0,1.14,High
book journal log,9121,390.0,0.80,High
guest. heck book,9120,0.0,0.00,Low
8x10 sketch book,9118,10.0,0.81,High
art sketch books,9113,1000.0,0.71,High
dotted notebook,9000,0.8,"17,000.00",
blogging planner,8987,0.0,0.00,Low
activity for kid,8985,0.0,0.00,Low
mood tracker for,8984,0.0,0.00,Low
maze puzzle book,8983,210.0,0.37,High
seaside calendar,8982,90.0,0.38,High
millage log book,8976,0.0,0.00,Low
a budget planner,8975,0.0,0.00,Low
aethetic journal,8973,0.0,0.00,Low
8x11 sketch book,8970,10.0,1.05,High
my daily journal,8966,590.0,1.42,High
100 sketch books,8957,0.0,0.00,Low
comic book boxes,8955,2900.0,0.94,High
fun sketch book,8818,10.0,0.00,High
activity kids 8,8818,0.0,0.00,Low
art sketch book,8811,0.0,0.00,Low
breakup journal,8808,390.0,0.78,High
bee sketch book,8807,0.0,0.00,Low
a cute notebook,8806,30.0,0.79,High
600 sketch book,8806,0.0,0.00,Low
polyend tracker,8805,9900.0,1.48,High
annual calendar,8805,5400.0,1.10,High
poop guest book,8801,880.0,0.31,High
dogmas calendar,8799,0.0,0.00,Low
diy sketch book,8798,70.0,0.00,High
my diet journal,8797,10.0,6.88,High
6x9 sketch book,8797,10.0,0.05,High
cat sketch book,8796,30.0,0.44,High
big sketch book,8795,320.0,0.59,High
haha comic book,8792,30.0,0.03,High
owl sketch book,8792,10.0,0.00,High
wake guest book,8666,20.0,0.53,High
a coloring book,8663,210.0,0.63,High
fox sketch book,8661,10.0,0.00,High
life guest book,8660,0.0,0.00,Low
gas mileage log,8658,90.0,0.87,High
kid sketch book,8657,0.0,0.00,Low
pilot's logbook,8654,0.0,0.00,Low
mileage logbook,8653,170.0,1.68,High
dot sketch book,8650,140.0,0.40,High
coda comic book,8650,50.0,0.35,High
no date planner,8647,110.0,0.94,High
back to schools,8647,0.0,0.00,Low
events calendar,8647,0.0,0.00,Low
mix puzzle book,8643,0.0,0.00,Low
farm calendars,8388,0.0,0.00,Low
my puzzle book,8386,10.0,19.58,High
back-to-school,8377,0.0,0.00,Low
abc trace book,8374,0.0,0.00,Low
300 guest book,8366,0.0,0.00,Low
comic book box,8364,0.0,0.00,Low
dive log books,8363,4400.0,0.55,High
milage tracker,8362,480.0,9.43,High
my sketch book,8244,140.0,0.52,High
pilots logbook,8244,0.0,0.00,Low
fun guest book,8243,30.0,1.56,High
cute notebooks,8242,0.0,0.00,Low
fun journaling,8238,110.0,1.43,High
monthy planner,8236,0.0,0.00,Low
foiled journal,8216,140.0,0.48,High
lab notebook,8200,2.5,"8,500.00",
color pens for adult coloring books,8045,10.0,0.00,Low
an unwanted guest book,7939,140.0,0.73,High
bloom planner,7919,2400.0,0.46,High
8x11 calendar,7915,170.0,2.07,High
kids activity,7908,0.0,0.00,Low
bill planners,7908,0.0,0.00,Low
bird calendar,7906,480.0,0.60,High
21 guest book,7904,30.0,0.91,High
cute notebook,7904,0.0,0.00,Low
cute journals,7902,0.0,0.00,Low
goal calendar,7897,880.0,1.71,High
2020 calendar,7895,60500.0,0.14,High
mile log book,7894,1300.0,1.61,High
nurikabe,7875,0.0,0,Low
activity kids,7784,0.0,0.00,Low
bill trackers,7783,0.0,0.00,Low
farm calendar,7782,720.0,0.75,High
stat trackers,7780,110.0,2.83,High
diet log book,7780,50.0,0.70,High
dog calendars,7780,0.0,0.00,Low
diet journals,7776,0.0,0.00,Low
blog log book,7776,0.0,0.00,Low
mood trackers,7776,0.0,0.00,Low
sail log book,7775,480.0,0.94,High
puns calendar,7770,0.0,0.00,Low
meal planners,7769,0.0,0.00,Low
meal calendar,7765,1300.0,2.52,High
hour log book,7765,260.0,0.91,High
meal log book,7765,10.0,0.82,High
goal trackers,7762,260.0,11.28,High
my comic book,7762,210.0,0.55,High
rv guest book,7760,0.0,0.00,Low
cash log book,7759,90.0,0.80,High
debt log book,7759,0.0,0.00,Low
food journal,7371,12100.0,0.94,High
task tracker,7366,8100.0,20.76,High
goal tracker,7364,0.0,0.00,Low
bug log book,7363,0.0,0.00,Low
bill tracker,7362,5400.0,8.66,High
nurs planner,7361,0.0,0.00,Low
bus log book,7360,40.0,2.04,High
glam journal,7359,50.0,0.00,High
diet journal,7359,0.0,0.00,Low
mind planner,7358,140.0,2.16,High
pink journal,7355,2900.0,0.95,High
meal tracker,7355,1900.0,3.64,High
care journal,7355,210.0,1.34,High
art planners,7354,20.0,2.24,High
draw journal,7354,0.0,0.00,Low
carb tracker,7353,720.0,3.33,High
men planners,7351,0.0,0.00,Low
gem calendar,7349,320.0,0.46,High
med log book,7348,0.0,0.00,Low
bbq log book,7346,40.0,0.53,High
drug journal,7245,880.0,0.21,High
diva journal,7245,20.0,0.00,High
gta calendar,7244,40.0,0.00,High
adhd journal,7243,1600.0,1.18,High
bees journal,7243,390.0,1.03,High
fun planners,7242,480.0,1.54,High
flow journal,7242,320.0,1.16,High
keys tracker,7241,0.0,0.00,Low
mood tracker,7240,0.0,0.00,Low
game journal,7236,1600.0,0.60,High
asmr journal,7236,880.0,0.45,High
bill planner,7234,1300.0,2.70,High
cat calendar,7231,2400.0,0.68,High
ezra journal,7229,20.0,0.48,High
dot activity,7228,390.0,0.49,High
dram journal,7227,0.0,0.00,Low
meal planner,7225,135000.0,13.55,High
pill tracker,7225,1000.0,1.44,High
dept tracker,7224,20.0,0.00,High
adhs journal,7221,0.0,0.00,Low
run log book,7220,0.0,0.00,Low
travelers notebook,7000,0.7,"10,000.00",
pay planner,6663,14800.0,11.59,High
sex tracker,6663,0.0,0.00,Low
emo journal,6661,90.0,0.25,High
asl planner,6655,0.0,0.00,Low
for journal,6654,90.0,0.00,High
aka planner,6654,40.0,0.71,High
art planner,6652,0.0,0.00,Low
6x9 planner,6651,40.0,1.28,High
tax tracker,6649,6600.0,5.81,High
nap tracker,6648,140.0,2.20,High
box planner,6647,2900.0,0.90,High
med tracker,6647,1000.0,0.82,High
traced book,6646,0.0,0.00,Low
gym tracker,6645,3600.0,0.43,High
cryptogram books for adults large print,6568,0.0,0,Low
car & vehicle mileage log book for business,6566,0.0,0.00,Low
one subject spiral notebook with pockets,6563,10.0,1.23,High
my comic book create your own comic book lulu,6561,0.0,0.00,Low
the story bible for kids,6561,0.0,0.00,Low
cryptogram puzzle books for adults large print,6561,0.0,0,Low
my comic book - create your own comic book,6560,0.0,0.00,Low
do it for yourself journal a motivational journal,6558,10.0,0.24,High
dots markers for kids with activity book,6558,0.0,0.00,Low
ken matsuda coloring book - japanese coloring book,6557,0.0,0.00,Low
dog notebook composition wide ruled cute,6555,0.0,0.00,Low
dog notebook composition wide ruled cute journal,6554,0.0,0.00,Low
bee planner,6553,140.0,0.82,High
cryptogram puzzle book for adults large print,6553,0.0,0,Low
not planner,6552,0.0,0.00,Low
cat tracker,6551,27100.0,1.74,High
log workout,6551,5400.0,0.63,High
bjj planner,6550,30.0,1.17,High
men planner,6549,1900.0,1.55,High
elf journal,6549,50.0,0.61,High
123 tracing,6549,0.0,0.00,Low
story books,6545,0.0,0.00,Low
elk journal,6544,40.0,0.00,High
run tracker,6540,14800.0,1.28,High
emt journal,6539,40.0,0.03,High
gag journal,6539,0.0,0.00,Low
dome auto mileage log record book,6521,10.0,0.00,Low
color & frame adult coloring book,6518,0.0,0.00,Low
car activities for kids ages 4-8,6516,0.0,0.00,Low
car mileage log book for taxes,6515,0.0,0.00,Low
car activities for toddlers 1-3,6515,0.0,0.00,Low
math activity books for kids ages 7-9,6515,0.0,0.00,Low
afterschool activities for kids,6514,0.0,0.00,Low
car activity for kids ages 4-8,6514,0.0,0.00,Low
color it coloring books for adults,6513,0.0,0.00,Low
cryptograms large print for adults,6513,0.0,0,Low
car & vehicle mileage log book,6509,0.0,0.00,Low
hand writing practice for kids,6509,0.0,0,Low
diet tracker journal for women,6507,0.0,0.00,Low
soft activity books for toddlers 1-3,6507,0.0,0.00,Low
plane activities for kids ages 4-8,6507,0.0,0.00,Low
bible activity book for kids ages 4-8,6507,0.0,0.00,Low
color mystery disney coloring book,6507,0.0,0.00,Low
word scramble puzzle book for adult,6507,0.0,0,Low
abc animals dot markers activity book,6506,0.0,0.00,Low
lift log fitness workout journal,6505,0.0,0.00,Low
cryptogram puzzle books large print,6505,0.0,0,Low
bible activity books for kids ages 4-8,6504,0.0,0.00,Low
word scramble books for adults,6504,0.0,0,Low
ruled notebook/journal - lined journal,6503,0.0,0.00,Low
big activity cube for toddlers 1-3,6503,0.0,0.00,Low
abc dinosaur dot markers activity,6503,0.0,0.00,Low
name writing practice for kids,6502,0.0,0,Low
name writing practice for preschool,6502,210.0,0,High
composition notebook college ruled,6500,0.6,"6,500.00",
cryptograms books for adults,6476,0.0,0,Low
script writing practice book,6476,0.0,0,Low
goals and gratitude journal,6473,50.0,1.22,High
cute compositions notebooks,6473,0.0,0.00,Low
word scramble book for adults,6473,0.0,0,Low
kid birthday party activity,6472,0.0,0.00,Low
word scramble book for adult,6469,0.0,0,Low
graphing composition notebook,6464,1600.0,0.78,High
word scramble for baby shower,6462,0.0,0,Low
composition notebook notebook,6461,90500.0,1.02,High
kanji writing practice book,6460,40.0,0,High
cute journals for teen girls,6459,0.0,0.00,Low
for kids ages 4-8 educational,6459,0.0,0.00,Low
1000 cryptograms puzzle book for adults,6459,0.0,0,Low
word scramble books for adults large print,6457,0.0,0,Low
diet journal for weight loss for women 2022,6455,0.0,0.00,Low
it's summer time activity book for kids ages 4-8,6452,0.0,0.00,Low
cryptograms puzzle book for adults large print,6450,0.0,0,Low
dome auto mileage log and expense record,6449,50.0,2.30,High
my comic book create your own comic book,6445,20.0,0.41,High
cryptograms puzzle books for adults large print,6442,0.0,0,Low
grooved cursive handwriting book practice,6437,0.0,0,Low
top bound pocket notebook,6429,20.0,0.97,High
quad notebook composition,6429,0.0,0.00,Low
cute composition notebook,6429,0.0,0.00,Low
diet log book journal 2022,6429,0.0,0.00,Low
pilot logbook professional,6427,0.0,0.00,Low
adams vehicle mileage book,6426,50.0,1.95,High
6x9 notebook with pockets,6424,0.0,0.00,Low
flip notebook pocket size,6424,0.0,0.00,Low
diet journal spiral bound,6424,0.0,0.00,Low
memoranda pocket notebook,6422,0.0,0.00,Low
prayerful planner journal,6421,10.0,0.00,High
bed time story books kids,6420,0.0,0.00,Low
dome auto mileage log book,6419,10.0,4.09,High
boardbook for toddlers 1-3,6419,0.0,0.00,Low
word scramble baby shower,6416,0.0,0,Low
promptly gratitude journal,6414,30.0,0.90,High
red composition notebooks,6413,390.0,1.27,High
half composition notebook,6413,0.0,0.00,Low
bulk composition notebook,6412,1300.0,5.80,High
one subject notebook with pockets,6412,20.0,1.22,High
my colorful town coloring book,6412,10.0,0.00,High
cute compositions notebook,6412,0.0,0.00,Low
dome auto mileage log book no.750,6412,0.0,0.00,Low
art toys for toddlers 1-3,6412,0.0,0.00,Low
word scrambles for adults,6412,0.0,0,Low
learn cursive writing workbook,6412,0.0,0,Low
color pencils for coloring books,6411,170.0,1.12,High
golf notebook back pocket,6411,0.0,0.00,Low
word scramble puzzle books,6411,0.0,0,Low
large-print puzzles word scramble,6411,0.0,0,Low
cute a4 journals planners,6410,0.0,0.00,Low
math activity books for kids ages 4-8,6410,0.0,0.00,Low
poop guest book no sense books,6410,0.0,0.00,Low
word scramble puzzle book for adults,6410,0.0,0,Low
h and p medical notebook pocket,6409,0.0,0.00,Low
cryptograms for adults large print,6409,0.0,0,Low
graphing composition notebooks,6407,0.0,0.00,Low
my mileage log books for taxes,6407,0.0,0.00,Low
the psalms in color coloring book,6407,0.0,0.00,Low
6x9 spiral notebook with pockets,6406,0.0,0.00,Low
color by numbers coloring book,6405,880.0,0.72,High
word scramble puzzle books for adults,6405,0.0,0,Low
cryptograms for adults spiral bound,6405,0.0,0,Low
memoranda pocket notebook military,6404,0.0,0.00,Low
adams vehicle mileage log book,6403,10.0,0.00,Low
bible activities for kids ages 4-8,6403,0.0,0.00,Low
fun activity for kids ages 4-8,6402,0.0,0.00,Low
diet journals to write in for women,6401,0.0,0.00,Low
color pencils for adult coloring book,6401,0.0,0.00,Low
finger painting for toddlers 1-3,6400,0.0,0.00,Low
one color coloring book for adults,6400,0.0,0.00,Low
rainy day activities for kids 9-12,6398,0.0,0.00,Low
color by number adult coloring book,6398,0.0,0.00,Low
blank comic book blank comic book,6396,0.0,0.00,Low
blank book for kids to write stories,6394,0.0,0.00,Low
diet and exercise journal for women,6393,0.0,0.00,Low
blank books for kids to write stories,6393,0.0,0.00,Low
dot maker activity book for toddler,6392,0.0,0.00,Low
cryptogram puzzle books spiral bound,6391,0.0,0,Low
camp activities for kids,6385,0.0,0.00,Low
magnets for toddlers 1-3,6384,0.0,0.00,Low
daily journals for women,6382,0.0,0.00,Low
cryptoquote puzzle books,6381,0.0,0.00,Low
kids islamic story books,6380,0.0,0.00,Low
bat composition notebook,6379,0.0,0.00,Low
answered prayers journal,6378,0.0,0.00,Low
easy color coloring book,6378,0.0,0.00,Low
word activities for kids,6377,0.0,0.00,Low
copy color coloring book,6375,0.0,0.00,Low
guest book for a funeral,6375,0.0,0.00,Low
dot makers activity book,6374,0.0,0.00,Low
cute journals for school,6373,0.0,0.00,Low
word scramble for adults,6372,0.0,0,Low
animals for toddlers 1-3,6371,0.0,0.00,Low
daily journals for woman,6370,0.0,0.00,Low
kids activities ages 4-8,6370,0.0,0.00,Low
bubbles for toddlers 1-3,6369,0.0,0.00,Low
time activities for kids,6369,0.0,0.00,Low
diet and fitness journal,6368,210.0,1.42,High
a gratitude journal for girls,6367,0.0,0.00,Low
cryptoquotes puzzle book,6367,0.0,0.00,Low
marbled composition notebook,6366,4400.0,1.36,High
4 composition notebooks cute,6366,0.0,0.00,Low
daily gratitude journals,6366,0.0,0.00,Low
graphing notebook composition,6365,0.0,0.00,Low
egg composition notebook,6365,0.0,0.00,Low
diet journal for women 2023,6365,0.0,0.00,Low
big trucks for toddlers 1-3,6365,0.0,0.00,Low
mind activities for kids,6365,0.0,0.00,Low
100 dot markers activity book,6362,0.0,0.00,Low
worksheets for preschoolers,6362,0.0,0,Low
crush and color coloring book,6361,30.0,1.46,High
daily encouragement journal,6361,0.0,0.00,Low
6 x 9 notebook with pockets,6358,0.0,0.00,Low
word scramble book for kids,6358,0.0,0,Low
word scramble books for kids,6358,0.0,0,Low
a gratitude journal for kids,6357,0.0,0.00,Low
board book for toddlers 1-3,6356,0.0,0.00,Low
lego table for toddlers 1-3,6355,0.0,0.00,Low
graphed composition notebook,6354,0.0,0.00,Low
tree journal writing journal,6354,0.0,0.00,Low
promptly journals gratitude,6354,0.0,0.00,Low
color & frame coloring book,6353,90.0,0.55,High
7.5x9.25 composition notebook,6353,0.0,0.00,Low
500 cryptograms puzzle book,6352,0.0,0,Low
primery composition notebook,6351,0.0,0.00,Low
5 composition notebooks cute,6350,0.0,0.00,Low
diet tracker journal for men,6349,0.0,0.00,Low
daily journals with prompts,6346,0.0,0.00,Low
1000 cryptograms puzzle book,6346,0.0,0,Low
lilly diabetes log book,6340,110.0,0.62,High
daily journal for women,6340,30.0,2.16,High
graditude journal daily,6339,0.0,0.00,Low
dot maker activity book,6337,0.0,0.00,Low
script writing practice,6335,70.0,0,High
book puzzles for adults,6333,4400.0,0.71,High
guest book alternatives,6331,0.0,0.00,Low
word scrambles for kids,6331,0.0,0,Low
chess for kids ages 4-8,6330,0.0,0.00,Low
one color coloring book,6327,20.0,0.46,High
space activity for kids,6327,0.0,0.00,Low
story starters for kids,6324,0.0,0.00,Low
daily journal with prompts,6321,0.0,0.00,Low
word scramble for adult,6321,0.0,0,Low
word scramble puzzle book,6321,0.0,0,Low
kids activity books ages 4,6320,0.0,0.00,Low
answered prayer journal,6319,20.0,1.18,High
daily affirmation journal,6318,390.0,1.53,High
pink note book journals,6318,0.0,0.00,Low
bible activity for kids,6318,0.0,0.00,Low
bible activities for kids,6318,0.0,0.00,Low
book adult coloring books,6318,0.0,0.00,Low
steam activities for kids,6316,0.0,0.00,Low
pencils for kids ages 4-8,6316,0.0,0.00,Low
hand writing practice book,6316,1900.0,0,High
cute journals for writing,6315,0.0,0.00,Low
bound composition notebook,6314,480.0,1.33,High
word scrambles puzzle book,6313,0.0,0,Low
hand writing book practice,6313,0.0,0,Low
lake toys for toddlers 1-3,6312,0.0,0.00,Low
bug books for toddlers 1-3,6311,0.0,0.00,Low
kids activities ages 4-8 book,6309,0.0,0.00,Low
softcover pocket notebook,6307,10.0,1.69,High
maths composition notebook,6306,0.0,0.00,Low
7x10 composition notebook,6305,0.0,0.00,Low
kids activities ages 8-12,6303,0.0,0.00,Low
diet and exercise journal,6302,210.0,1.42,High
cryptoquotes puzzle books,6301,0.0,0.00,Low
grid notebook,6300,1.3,"8,400.00",
essay writing practice,6292,720.0,0,High
bills tracker notebook,6291,0.0,0,Low
story journal for kids,6286,0.0,0.00,Low
sketch book for sketch,6285,0.0,0.00,Low
composition notebook a,6284,0.0,0.00,Low
a composition notebook,6282,70.0,0.88,High
prayerful journal 2022,6282,0.0,0.00,Low
puzzle book for adults,6282,0.0,0.00,Low
cryptogram large print,6280,0.0,0,Low
adhd activities for kids,6277,0.0,0.00,Low
diet and workout journal,6276,210.0,1.42,High
6x9 composition notebook,6276,0.0,0.00,Low
ant composition notebook,6275,0.0,0.00,Low
game for kids ages 4-8,6275,0.0,0.00,Low
sketch books for adult,6275,0.0,0.00,Low
cryptoquip puzzle book,6275,0.0,0.00,Low
guest information book,6274,110.0,0.85,High
answered prayer journals,6274,0.0,0.00,Low
daily gratitudes journal,6273,0.0,0.00,Low
puzzles for toddlers 1-3,6273,0.0,0.00,Low
story projector for kids,6272,0.0,0.00,Low
cat composition notebook,6271,40.0,0.60,High
bee composition notebook,6268,0.0,0.00,Low
owl story books for kids,6267,0.0,0.00,Low
abc cursive writing book,6267,0.0,0,Low
worksheets for preschool,6266,0.0,0,Low
lift log workout journal,6265,0.0,0.00,Low
sketch book for sketches,6265,0.0,0.00,Low
leo composition notebook,6263,0.0,0.00,Low
fun composition notebook,6261,0.0,0.00,Low
fall activities for kids,6261,0.0,0.00,Low
plan activities for kids,6256,0.0,0.00,Low
kids activity book age 4,6255,0.0,0.00,Low
visitation guest book,6249,0.0,0.00,Low
daily journal for men,6242,210.0,1.89,High
sketch books for kids,6242,0.0,0.00,Low
learn cursive writing,6240,3600.0,0,High
dome auto mileage log,6238,70.0,3.92,High
cute composition note,6238,0.0,0.00,Low
fun gratitude journal,6237,0.0,0.00,Low
daily journal prompts,6237,0.0,0.00,Low
maze and puzzle books,6237,0.0,0.00,Low
hand writing practice,6236,9900.0,0,High
mazes and puzzle book,6235,0.0,0.00,Low
fox gratitude journal,6233,0.0,0.00,Low
name writing practice,6233,4400.0,0,High
diet journal log book,6232,0.0,0.00,Low
car activity for kids,6232,0.0,0.00,Low
floriography calendar,6231,20.0,0.12,High
daily journal planner,6231,0.0,0.00,Low
guest books for funeral,6231,0.0,0.00,Low
cute composition book,6229,880.0,0.90,High
puzzle books for adults,6229,0.0,0.00,Low
daily questions journal,6228,720.0,1.45,High
water activity for kids,6228,0.0,0.00,Low
cute journals for girls,6226,0.0,0.00,Low
bingo for kids ages 4-8,6226,0.0,0.00,Low
daily gratitude journal,6225,0.0,0.00,Low
gym activities for kids,6225,0.0,0.00,Low
cute journals for teens,6224,0.0,0.00,Low
story book costume kids,6224,0.0,0.00,Low
colors for toddlers 1-3,6223,0.0,0.00,Low
color it coloring books,6219,70.0,1.18,High
the daily stoic journal,6215,2400.0,0.59,High
daily journals for kids,6215,0.0,0.00,Low
cryptoquip puzzle books,6214,0.0,0.00,Low
pink journals for women,6212,0.0,0.00,Low
cryptograms large print,6211,0.0,0,Low
cryptoquote puzzle book,6210,0.0,0.00,Low
word scramble for kids,6186,0.0,0,Low
kanji writing practice,6186,590.0,0,High
cute journals for girl,6185,0.0,0.00,Low
prompted daily journal,6184,0.0,0.00,Low
daily journals for men,6183,0.0,0.00,Low
fall activity for kids,6182,0.0,0.00,Low
cute composition books,6181,0.0,0.00,Low
2022 gratitude journal,6179,30.0,0.00,Low
story telling for kids,6178,0.0,0.00,Low
pink journal for women,6177,0.0,0.00,Low
dome auto mileage book,6177,0.0,0.00,Low
mixed puzzle books for,6176,0.0,0.00,Low
daily journal notebook,6174,390.0,1.25,High
adhd activity for kids,6173,0.0,0.00,Low
hindi writing practice,6170,3600.0,0,High
daily question journal,6165,0.0,0.00,Low
90 gratitude journal,6161,0.0,0.00,Low
grief prayer journal,6160,0.0,0.00,Low
kid writing practice,6160,0.0,0,Low
topolino comic books,6153,20.0,0.16,High
word scramble puzzle,6152,0.0,0,Low
purim story for kids,6150,0.0,0.00,Low
my gratitude journal,6148,260.0,0.67,High
bookfactory log book,6146,0.0,0.00,Low
auto mileage log book,6142,210.0,0.92,High
diet journal stickers,6142,0.0,0.00,Low
motivational calendar,6142,0.0,0.00,Low
nurse notebook pocket,6141,0.0,0.00,Low
story teller for kids,6141,0.0,0.00,Low
affirmation calendar,6140,480.0,0.67,High
car mileage log book,6140,210.0,0.92,High
diet exercise journal,6138,210.0,1.42,High
uber mileage log book,6134,0.0,0.00,Low
word notebooks pocket,6130,0.0,0.00,Low
macronutrient tracker,6125,9900.0,3.25,High
fillomino puzzle book,6125,0.0,0.00,Low
abeka cursive writing,6124,320.0,0,High
word writing practice,6124,480.0,0,High
nurikab,6110,9900.0,0.25,High
sketch drawing book,6068,1600.0,0.13,High
kids activity books,6067,0.0,0.00,Low
sketch book for kid,6066,0.0,0.00,Low
nicu prayer journal,6063,0.0,0.00,Low
mom prayer journals,6062,0.0,0.00,Low
daily journals 2022,6061,10.0,0.00,High
year prayer journal,6060,30.0,0.97,High
guest books funeral,6060,0.0,0.00,Low
daily journals 2023,6059,0.0,0.00,Low
word scramble books,6059,0.0,0,Low
dated journal daily,6058,0.0,0.00,Low
cute journals girls,6057,0.0,0.00,Low
kids activity table,6057,0.0,0.00,Low
greenpeace calendar,6056,70.0,0.72,High
moms prayer journal,6055,0.0,0.00,Low
abcd back to school,6055,0.0,0.00,Low
shikaku puzzle book,6053,0.0,0.00,Low
cute kawaii notebook,6051,260.0,0.56,High
flip notebook pocket,6047,0.0,0.00,Low
daily kairos journal,6044,260.0,4.20,High
story books for kids,6044,0.0,0.00,Low
daily journal prompt,6041,0.0,0.00,Low
my diabetes log book,6040,0.0,0.00,Low
diet tracker journal,6039,70.0,0.67,High
back pocket notebook,6037,90.0,1.39,High
fun writing practice,6037,10.0,0,High
illustory comic book,6035,10.0,0.50,High
sketch book for kids,6034,0.0,0.00,Low
dayplanner calendar,5968,140.0,3.13,High
dots activity books,5968,0.0,0.00,Low
word scrambles kids,5965,0.0,0,Low
attendance calendar,5964,720.0,5.78,High
4x6 pocket notebook,5964,0.0,0.00,Low
tarot journal daily,5961,0.0,0.00,Low
daily journal women,5960,0.0,0.00,Low
comic drawing books,5960,0.0,0.00,Low
the guest list book,5958,6600.0,0.55,High
greenlights journal,5955,720.0,0.48,High
leave no trace book,5953,0.0,0.00,Low
dated daily journal,5952,0.0,0.00,Low
amen prayer journal,5950,10.0,0.00,Low
men prayer journals,5949,0.0,0.00,Low
men prayer journal,5944,0.0,0.00,Low
frog on a log book,5943,260.0,0.28,High
365 prayer journal,5943,30.0,0.31,High
her prayer journal,5943,0.0,0.00,Low
mom prayer journal,5943,0.0,0.00,Low
mixed puzzle books,5942,140.0,0.48,High
guest sign in book,5942,0.0,0.00,Low
vistors guest book,5941,0.0,0.00,Low
trace the alphabet,5941,0.0,0.00,Low
for kids 13 and up,5940,0.0,0.00,Low
mazes puzzle books,5939,0.0,0.00,Low
word scramble kids,5939,0.0,0,Low
word scramble game,5937,0.0,0,Low
guest address book,5936,30.0,3.34,High
boy prayer journal,5936,0.0,0.00,Low
guest book funeral,5935,0.0,0.00,Low
word scramble book,5935,110.0,0.35,High
time journal daily,5934,0.0,0.00,Low
kids activity book,5933,0.0,0.00,Low
guest journal book,5932,20.0,1.23,High
daily 2023 journal,5932,0.0,0.00,Low
dots activity book,5932,0.0,0.00,Low
